dimension,question_text,question_type,mapped_domains,mapped_streams,signal_strength,is_active,education_level,target_stream,sequence_order,option_1_text,option_2_text,option_3_text,option_4_text
work_style,A first step could be learning a safe beginner routine. How realistic does that feel for you?,mcq,SPORTS_FITNESS|YOGA_WELLNESS,,4,1,,,359,Not ready yet,Maybe later,Ready to try,Ready and excited
work_style,Which way of building early experience in Yoga & Wellness feels best?,mcq,SPORTS_FITNESS|YOGA_WELLNESS,,4,1,,,360,Read or watch a beginner introduction,Try a small guided activity,Talk to someone in the field,Do a mini project or real-world visit
interest,"How interested are you in planning, leading, organizing, or solving practical problems in Business Administration?",mcq,BUSINESS_MGMT|BUSINESS_ADMIN,,4,1,,,361,Not at all,A little,Yes mostly,Yes a lot
interest,"Would working with teams, goals, customers, or operations in Business Administration feel exciting to you?",mcq,BUSINESS_MGMT|BUSINESS_ADMIN,,4,1,,,362,Not interested,Slightly interested,Interested,Very interested
interest,Can you see yourself learning how decisions and people management work in Business Administration?,mcq,BUSINESS_MGMT|BUSINESS_ADMIN,,4,1,,,363,I barely know what this involves,I know the basics only,I can picture the work fairly well,I understand the path and want to explore it
aptitude,Business problems often need comparing options and choosing practical solutions. How does that feel for you?,mcq,BUSINESS_MGMT|BUSINESS_ADMIN,,4,1,,,364,Very uncomfortable,Uncomfortable,Comfortable,Very comfortable
aptitude,"Communication, presentation, and teamwork can improve with practice. How confident are you about building them?",mcq,BUSINESS_MGMT|BUSINESS_ADMIN,,4,1,,,365,Not confident,A little confident,Confident,Very confident
aptitude,"Which of these is closest to your experience with events, clubs, group projects, selling, volunteering, or small business tasks?",mcq,BUSINESS_MGMT|BUSINESS_ADMIN,,4,1,,,366,Never,Only watched others,Participated actively,Led or managed something
personality,"When a Business Administration situation involves unclear goals, pressure, or competing priorities, how do you usually respond?",mcq,BUSINESS_MGMT|BUSINESS_ADMIN,,4,1,,,367,I may stop if it feels too hard,I would continue with guidance,I would break it down and keep trying,I enjoy working through difficult learning
personality,"If feedback shows a weak decision, plan, or communication gap in your Business Administration work, what would you most likely do?",mcq,BUSINESS_MGMT|BUSINESS_ADMIN,,4,1,,,368,I may lose patience quickly,I can continue if someone guides me,I usually keep trying step by step,I enjoy improving through repeated practice
personality,"How do you feel about the consistency, ownership, and people-skills practice needed to grow in Business Administration?",mcq,BUSINESS_MGMT|BUSINESS_ADMIN,,4,1,,,369,I may take it personally,I would listen but need time,I would use it to improve my work,I would ask questions and apply it carefully
work_style,Business work often means coordinating with people and solving practical problems. Does that suit you?,mcq,BUSINESS_MGMT|BUSINESS_ADMIN,,4,1,,,370,Not at all,A little,Yes mostly,Yes definitely
work_style,"A useful first business skill could be communication, spreadsheets, planning, or basic marketing. How realistic does it feel to start?",mcq,BUSINESS_MGMT|BUSINESS_ADMIN,,4,1,,,371,Not ready yet,Maybe later,Ready to try,Ready and excited
work_style,Which practical task would help you explore Business Administration best?,mcq,BUSINESS_MGMT|BUSINESS_ADMIN,,4,1,,,372,Read or watch a beginner introduction,Try a small guided activity,Talk to someone in the field,Do a mini project or real-world visit
interest,"How interested are you in planning, leading, organizing, or solving practical problems in Entrepreneurship?",mcq,BUSINESS_MGMT|ENTREPRENEURSHIP,,4,1,,,373,Not interested,A little interested,Interested,Very interested
interest,"Would working with teams, goals, customers, or operations in Entrepreneurship feel exciting to you?",mcq,BUSINESS_MGMT|ENTREPRENEURSHIP,,4,1,,,374,I barely know what this involves,I know the basics only,I can picture the work fairly well,I understand the path and want to explore it
interest,Can you see yourself learning how decisions and people management work in Entrepreneurship?,mcq,BUSINESS_MGMT|ENTREPRENEURSHIP,,4,1,,,375,Not interested right now,A little curious with guidance,Interested if I can try examples,Very interested and ready to explore
aptitude,"Entrepreneurship needs practical thinking, communication, basic numbers, and risk judgement. How does that feel?",mcq,BUSINESS_MGMT|ENTREPRENEURSHIP,,4,1,,,376,Very uncomfortable,Uncomfortable,Comfortable,Very comfortable
aptitude,"Could you learn idea testing, customer research, budgeting, and pitching with practice?",mcq,BUSINESS_MGMT|ENTREPRENEURSHIP,,4,1,,,377,Not confident,A little confident,Confident,Very confident
aptitude,Which of these is closest to your exposure to entrepreneurship?,mcq,BUSINESS_MGMT|ENTREPRENEURSHIP,,4,1,,,378,Never,Only watched content,Tried a project or business,Explored seriously
personality,"When an Entrepreneurship situation involves unclear goals, pressure, or competing priorities, how do you usually respond?",mcq,BUSINESS_MGMT|ENTREPRENEURSHIP,,4,1,,,379,I may stop if it feels too hard,I would continue with guidance,I would break it down and keep trying,I enjoy working through difficult learning
personality,"If feedback shows a weak decision, plan, or communication gap in your Entrepreneurship work, what would you most likely do?",mcq,BUSINESS_MGMT|ENTREPRENEURSHIP,,4,1,,,380,I may lose patience quickly,I can continue if someone guides me,I usually keep trying step by step,I enjoy improving through repeated practice
personality,"How do you feel about the consistency, ownership, and people-skills practice needed to grow in Entrepreneurship?",mcq,BUSINESS_MGMT|ENTREPRENEURSHIP,,4,1,,,381,I may take it personally,I would listen but need time,I would use it to improve my work,I would ask questions and apply it carefully
work_style,"Entrepreneurship can involve uncertainty, decisions, customers, and repeated changes. Does that suit you?",mcq,BUSINESS_MGMT|ENTREPRENEURSHIP,,4,1,,,382,Not at all,A little,Yes mostly,Yes definitely
work_style,A first step could be testing one small idea with a few people. How realistic does that feel for you?,mcq,BUSINESS_MGMT|ENTREPRENEURSHIP,,4,1,,,383,Not ready yet,Maybe later,Ready to try,Ready and excited
work_style,Which practical task would help you explore Entrepreneurship best?,mcq,BUSINESS_MGMT|ENTREPRENEURSHIP,,4,1,,,384,Read or watch a beginner introduction,Try a small guided activity,Talk to someone in the field,Do a mini project or real-world visit
interest,"How interested are you in planning, leading, organizing, or solving practical problems in Human Resources?",mcq,BUSINESS_MGMT|HUMAN_RESOURCES,,4,1,,,385,Not interested,A little interested,Interested,Very interested
interest,"Would working with teams, goals, customers, or operations in Human Resources feel exciting to you?",mcq,BUSINESS_MGMT|HUMAN_RESOURCES,,4,1,,,386,I barely know what this involves,I know the basics only,I can picture the work fairly well,I understand the path and want to explore it
interest,Can you see yourself learning how decisions and people management work in Human Resources?,mcq,BUSINESS_MGMT|HUMAN_RESOURCES,,4,1,,,387,Not interested right now,A little curious with guidance,Interested if I can try examples,Very interested and ready to explore
aptitude,"Human resources needs communication, fairness, documentation, and understanding people. How manageable is that?",mcq,BUSINESS_MGMT|HUMAN_RESOURCES,,4,1,,,388,Very uncomfortable,Uncomfortable,Comfortable,Very comfortable
aptitude,"Could you learn interview basics, HR policies, employee records, and conflict handling?",mcq,BUSINESS_MGMT|HUMAN_RESOURCES,,4,1,,,389,Not confident,A little confident,Confident,Very confident
aptitude,Which of these is closest to your exposure to HR?,mcq,BUSINESS_MGMT|HUMAN_RESOURCES,,4,1,,,390,Never,Only heard about it,Joined hiring or club coordination,Explored seriously
personality,"When a Human Resources situation involves unclear goals, pressure, or competing priorities, how do you usually respond?",mcq,BUSINESS_MGMT|HUMAN_RESOURCES,,4,1,,,391,I may stop if it feels too hard,I would continue with guidance,I would break it down and keep trying,I enjoy working through difficult learning
personality,"If feedback shows a weak decision, plan, or communication gap in your Human Resources work, what would you most likely do?",mcq,BUSINESS_MGMT|HUMAN_RESOURCES,,4,1,,,392,I may lose patience quickly,I can continue if someone guides me,I usually keep trying step by step,I enjoy improving through repeated practice
personality,"How do you feel about the consistency, ownership, and people-skills practice needed to grow in Human Resources?",mcq,BUSINESS_MGMT|HUMAN_RESOURCES,,4,1,,,393,I may take it personally,I would listen but need time,I would use it to improve my work,I would ask questions and apply it carefully
work_style,"HR work can involve sensitive conversations, rules, people issues, and follow-up. Does that suit you?",mcq,BUSINESS_MGMT|HUMAN_RESOURCES,,4,1,,,394,Not at all,A little,Yes mostly,Yes definitely
work_style,A first step could be learning how a basic hiring process works. How realistic does that feel for you?,mcq,BUSINESS_MGMT|HUMAN_RESOURCES,,4,1,,,395,Not ready yet,Maybe later,Ready to try,Ready and excited
work_style,Which practical task would help you explore Human Resources best?,mcq,BUSINESS_MGMT|HUMAN_RESOURCES,,4,1,,,396,Read or watch a beginner introduction,Try a small guided activity,Talk to someone in the field,Do a mini project or real-world visit
interest,"How interested are you in planning, leading, organizing, or solving practical problems in Operations Management?",mcq,BUSINESS_MGMT|OPERATIONS_MANAGEMENT,,4,1,,,397,Not interested,A little interested,Interested,Very interested
interest,"Would working with teams, goals, customers, or operations in Operations Management feel exciting to you?",mcq,BUSINESS_MGMT|OPERATIONS_MANAGEMENT,,4,1,,,398,I barely know what this involves,I know the basics only,I can picture the work fairly well,I understand the path and want to explore it
interest,Can you see yourself learning how decisions and people management work in Operations Management?,mcq,BUSINESS_MGMT|OPERATIONS_MANAGEMENT,,4,1,,,399,Not interested right now,A little curious with guidance,Interested if I can try examples,Very interested and ready to explore
aptitude,"Operations management needs planning, process thinking, basic numbers, and coordination. How does that feel?",mcq,BUSINESS_MGMT|OPERATIONS_MANAGEMENT,,4,1,,,400,Very uncomfortable,Uncomfortable,Comfortable,Very comfortable
aptitude,"Could you learn workflow mapping, checklists, inventory basics, and performance tracking?",mcq,BUSINESS_MGMT|OPERATIONS_MANAGEMENT,,4,1,,,401,Not confident,A little confident,Confident,Very confident
aptitude,Which of these is closest to your exposure to operations management?,mcq,BUSINESS_MGMT|OPERATIONS_MANAGEMENT,,4,1,,,402,Never,Only noticed how places work,Improved a process or event,Explored seriously
personality,"When an Operations Management situation involves unclear goals, pressure, or competing priorities, how do you usually respond?",mcq,BUSINESS_MGMT|OPERATIONS_MANAGEMENT,,4,1,,,403,I may stop if it feels too hard,I would continue with guidance,I would break it down and keep trying,I enjoy working through difficult learning
personality,"If feedback shows a weak decision, plan, or communication gap in your Operations Management work, what would you most likely do?",mcq,BUSINESS_MGMT|OPERATIONS_MANAGEMENT,,4,1,,,404,I may lose patience quickly,I can continue if someone guides me,I usually keep trying step by step,I enjoy improving through repeated practice
